experiment,run_number,phase,measurement_sequence,unit_cell_volume_a3,unit_cell_volume_standard_error_a3
DAC-1,1,Pt,first,59.54115,0.01721
DAC-1,1,Ta,,35.50047,0.01492
DAC-1,1,Cu,,45.94823,0.01721
DAC-1,1,Au,,66.28583,0.01231
DAC-1,1,Mo,,30.69119,0.01307
DAC-1,1,bcc-Fe,,22.99666,0.02402
DAC-1,1,Pt,last,59.54206,0.01810
DAC-1,2,Pt,first,59.50067,0.02612
DAC-1,2,Ta,,35.47474,0.01633
DAC-1,2,Cu,,45.90771,0.00817
DAC-1,2,Au,,66.22646,0.01202
DAC-1,2,Mo,,30.70032,0.02221
DAC-1,2,bcc-Fe,,22.97792,0.01940
DAC-1,2,Pt,last,59.49940,0.03493
DAC-1,3,Pt,first,59.44670,0.03073
DAC-1,3,Ta,,35.43069,0.01902
DAC-1,3,Cu,,45.83465,0.01116
DAC-1,3,Au,,66.13774,0.01720
DAC-1,3,Mo,,30.66130,0.02035
DAC-1,3,bcc-Fe,,22.94772,0.01945
DAC-1,3,Pt,last,59.44631,0.04132
DAC-1,4,Pt,first,59.40586,0.03066
DAC-1,4,Ta,,35.38785,0.02050
DAC-1,4,Cu,,45.75820,0.01211
DAC-1,4,Au,,66.04360,0.02030
DAC-1,4,Mo,,30.63377,0.04309
DAC-1,4,bcc-Fe,,22.91759,0.01948
DAC-1,4,Pt,last,59.38995,0.02533
DAC-1,5,Pt,first,59.31528,0.01944
DAC-1,5,Ta,,35.33611,0.02508
DAC-1,5,Cu,,45.67398,0.01903
DAC-1,5,Au,,65.92731,0.02869
DAC-1,5,Mo,,30.60738,0.03306
DAC-1,5,bcc-Fe,,22.87456,0.01595
DAC-1,5,Pt,last,59.30616,0.02143
DAC-1,6,Pt,first,59.18066,0.05890
DAC-1,6,Ta,,35.20897,0.02473
DAC-1,6,Cu,,45.46154,0.02699
DAC-1,6,Au,,65.67427,0.04138
DAC-1,6,bcc-Fe,,22.78255,0.01327
DAC-1,6,Pt,last,59.16529,0.05524
DAC-1,7,Pt,first,59.08282,0.04588
DAC-1,7,Ta,,35.12303,0.02635
DAC-1,7,Cu,,45.32874,0.03579
DAC-1,7,Au,,65.51452,0.05212
DAC-1,7,bcc-Fe,,22.72546,0.01176
DAC-1,7,Pt,last,59.07486,0.03642
DAC-1,8,Pt,first,58.99462,0.05189
DAC-1,8,Ta,,35.02857,0.02380
DAC-1,8,Cu,,45.18850,0.04485
DAC-1,8,Au,,65.35319,0.04509
DAC-1,8,bcc-Fe,,22.66572,0.01229
DAC-1,8,Pt,last,58.99395,0.05161
DAC-1,9,Pt,first,58.85698,0.05628
DAC-1,9,Ta,,34.93040,0.02149
DAC-1,9,Cu,,45.03215,0.05753
DAC-1,9,Au,,65.16857,0.05290
DAC-1,9,bcc-Fe,,22.59890,0.01519
DAC-1,9,Pt,last,58.85126,0.06136
DAC-1,10,Pt,first,58.75970,0.02935
DAC-1,10,Ta,,34.84119,0.02560
DAC-1,10,Cu,,44.89143,0.06745
DAC-1,10,Au,,64.99487,0.06538
DAC-1,10,bcc-Fe,,22.53406,0.01424
DAC-1,10,Pt,last,58.73885,0.03326
DAC-1,11,Pt,first,58.62904,0.04855
DAC-1,11,Ta,,34.73187,0.02047
DAC-1,11,Cu,,44.72807,0.06737
DAC-1,11,Au,,64.79641,0.08592
DAC-1,11,bcc-Fe,,22.46548,0.01516
DAC-1,11,Pt,last,58.62283,0.03681
DAC-1,12,Pt,first,58.36029,0.01240
DAC-1,12,Ta,,34.50876,0.01391
DAC-1,12,Cu,,44.34256,0.07205
DAC-1,12,Au,,64.35797,0.01875
DAC-1,12,Mo,,30.07866,0.03007
DAC-1,12,bcc-Fe,,22.27832,0.02550
DAC-1,12,Pt,last,58.35117,0.01243
DAC-1,13,Pt,first,58.29909,0.01397
DAC-1,13,Ta,,34.45365,0.01136
DAC-1,13,Cu,,44.24952,0.07299
DAC-1,13,Au,,64.25473,0.01809
DAC-1,13,Mo,,30.03700,0.03477
DAC-1,13,bcc-Fe,,22.23682,0.02504
DAC-1,13,Pt,last,58.29157,0.01149
DAC-1,14,Pt,first,58.22635,0.00770
DAC-1,14,Ta,,34.39632,0.01342
DAC-1,14,Cu,,44.15399,0.07956
DAC-1,14,Au,,64.13442,0.02146
DAC-1,14,Mo,,29.98333,0.02971
DAC-1,14,bcc-Fe,,22.19563,0.02202
DAC-1,14,Pt,last,58.20169,0.01237
DAC-1,15,Pt,first,58.10823,0.04118
DAC-1,15,Ta,,34.30845,0.01561
DAC-1,15,Cu,,44.01735,0.07636
DAC-1,15,Au,,63.96717,0.02366
DAC-1,15,Mo,,29.91571,0.02920
DAC-1,15,bcc-Fe,,22.13579,0.02791
DAC-1,15,Pt,last,58.07877,0.04258
DAC-1,16,Pt,first,57.98674,0.03730
DAC-1,16,Ta,,34.21250,0.01926
DAC-1,16,Cu,,43.86992,0.08428
DAC-1,16,Au,,63.78111,0.02484
DAC-1,16,Mo,,29.84304,0.03021
DAC-1,16,bcc-Fe,,22.06617,0.02559
DAC-1,16,Pt,last,57.96865,0.03292
DAC-1,17,Pt,first,57.94048,0.01958
DAC-1,17,Ta,,34.15547,0.02245
DAC-1,17,Cu,,43.78475,0.08279
DAC-1,17,Au,,63.67251,0.03156
DAC-1,17,Mo,,29.78651,0.02459
DAC-1,17,bcc-Fe,,22.02781,0.02888
DAC-1,17,Pt,last,57.90934,0.02240
DAC-1,18,Pt,first,57.80555,0.02488
DAC-1,18,Ta,,34.03424,0.01474
DAC-1,18,Cu,,43.61101,0.08841
DAC-1,18,Au,,63.45930,0.02850
DAC-1,18,Mo,,29.70526,0.01167
DAC-1,18,bcc-Fe,,21.95181,0.03594
DAC-1,18,Pt,last,57.77544,0.02191
DAC-1,19,Pt,first,57.64633,0.01148
DAC-1,19,Ta,,33.91159,0.01460
DAC-1,19,Cu,,43.43856,0.08056
DAC-1,19,Au,,63.24050,0.03378
DAC-1,19,Mo,,29.62962,0.01103
DAC-1,19,bcc-Fe,,21.86723,0.02995
DAC-1,19,Pt,last,57.62626,0.00896
DAC-1,20,Pt,first,57.51950,0.02616
DAC-1,20,Ta,,33.79586,0.01186
DAC-1,20,Cu,,43.26977,0.08105
DAC-1,20,Au,,63.02677,0.03591
DAC-1,20,Mo,,29.56486,0.01030
DAC-1,20,bcc-Fe,,21.79292,0.03147
DAC-1,20,Pt,last,57.49695,0.02015
DAC-1,21,Pt,first,57.40520,0.03220
DAC-1,21,Ta,,33.68362,0.01042
DAC-1,21,Cu,,43.11564,0.07834
DAC-1,21,Au,,62.82934,0.03801
DAC-1,21,Mo,,29.49379,0.01080
DAC-1,21,bcc-Fe,,21.72444,0.03161
DAC-1,21,hcp-Fe,,20.67386,0.02691
DAC-1,21,Pt,last,57.38310,0.03210
DAC-1,22,Pt,first,57.28311,0.02430
DAC-1,22,Ta,,33.57572,0.00796
DAC-1,22,Cu,,42.95978,0.07663
DAC-1,22,Au,,62.64371,0.03927
DAC-1,22,Mo,,29.42756,0.01868
DAC-1,22,hcp-Fe,,20.61816,0.01647
DAC-1,22,Pt,last,57.26039,0.02459
DAC-1,23,Pt,first,57.16982,0.01322
DAC-1,23,Ta,,33.47491,0.01101
DAC-1,23,Cu,,42.80542,0.07719
DAC-1,23,Au,,62.44500,0.03838
DAC-1,23,Mo,,29.36642,0.01812
DAC-1,23,hcp-Fe,,20.55754,0.00508
DAC-1,23,Pt,last,57.14483,0.01242
DAC-1,24,Pt,first,57.02843,0.02447
DAC-1,24,Ta,,33.36366,0.00635
DAC-1,24,Cu,,42.65067,0.07821
DAC-1,24,Au,,62.25240,0.04668
DAC-1,24,Mo,,29.29469,0.01070
DAC-1,24,hcp-Fe,,20.49835,0.01591
DAC-1,24,Pt,last,57.00168,0.03027
DAC-1,25,Pt,first,56.92250,0.02494
DAC-1,25,Ta,,33.26800,0.00623
DAC-1,25,Cu,,42.50928,0.07646
DAC-1,25,Au,,62.07635,0.04543
DAC-1,25,Mo,,29.23597,0.00874
DAC-1,25,hcp-Fe,,20.37731,0.03537
DAC-1,25,Pt,last,56.88952,0.03088
DAC-1,26,Pt,first,56.68876,0.02396
DAC-1,26,Ta,,33.06961,0.00726
DAC-1,26,Cu,,42.21987,0.07230
DAC-1,26,Au,,61.73738,0.05022
DAC-1,26,Mo,,29.09705,0.02569
DAC-1,26,hcp-Fe,,20.34634,0.02543
DAC-1,26,Pt,last,56.67865,0.01882
DAC-1,27,Pt,first,56.61132,0.01487
DAC-1,27,Ta,,33.01555,0.00759
DAC-1,27,Cu,,42.14573,0.07653
DAC-1,27,Au,,61.63168,0.05564
DAC-1,27,Mo,,29.05416,0.02409
DAC-1,27,hcp-Fe,,20.30371,0.01854
DAC-1,27,Pt,last,56.59168,0.01644
DAC-1,28,Pt,first,56.51933,0.02054
DAC-1,28,Ta,,32.94198,0.00729
DAC-1,28,Cu,,42.04161,0.07913
DAC-1,28,Au,,61.50448,0.06324
DAC-1,28,Mo,,29.00563,0.03462
DAC-1,28,hcp-Fe,,20.24627,0.02931
DAC-1,28,Pt,last,56.50266,0.01995
DAC-1,29,Pt,first,56.41546,0.01872
DAC-1,29,Ta,,32.86022,0.01110
DAC-1,29,Cu,,41.91292,0.08171
DAC-1,29,Au,,61.35798,0.07031
DAC-1,29,Mo,,28.94284,0.03813
DAC-1,29,hcp-Fe,,20.10557,0.01718
DAC-1,29,Pt,last,56.39788,0.01887
DAC-1,30,Pt,first,56.17482,0.02565
DAC-1,30,Ta,,32.67733,0.02841
DAC-1,30,Cu,,41.64549,0.06424
DAC-1,30,Au,,61.01963,0.02193
DAC-1,30,Mo,,28.84355,0.04842
DAC-1,30,hcp-Fe,,20.07851,0.02488
DAC-1,30,Pt,last,56.15806,0.02869
DAC-1,31,Pt,first,56.10937,0.02949
DAC-1,31,Ta,,32.63147,0.02920
DAC-1,31,Cu,,41.57274,0.06949
DAC-1,31,Au,,60.93696,0.02183
DAC-1,31,Mo,,28.81024,0.05310
DAC-1,31,hcp-Fe,,20.03969,0.02275
DAC-1,31,Pt,last,56.09280,0.03187
DAC-1,32,Pt,first,56.03533,0.03403
DAC-1,32,Ta,,32.57285,0.03417
DAC-1,32,Cu,,41.48525,0.07697
DAC-1,32,Au,,60.82857,0.02493
DAC-1,32,Mo,,28.76588,0.05288
DAC-1,32,hcp-Fe,,19.99801,0.01365
DAC-1,32,Pt,last,56.01693,0.03512
DAC-1,33,Pt,first,55.94359,0.03812
DAC-1,33,Ta,,32.49860,0.03494
DAC-1,33,Cu,,41.36774,0.08864
DAC-1,33,Au,,60.70270,0.02351
DAC-1,33,Mo,,28.71491,0.04724
DAC-1,33,hcp-Fe,,19.95626,0.01626
DAC-1,33,Pt,last,55.92769,0.03897
DAC-1,34,Pt,first,55.86550,0.03763
DAC-1,34,Ta,,32.43106,0.03609
DAC-1,34,Cu,,41.25828,0.09757
DAC-1,34,Au,,60.58176,0.02461
DAC-1,34,Mo,,28.66533,0.04897
DAC-1,34,hcp-Fe,,19.91314,0.01615
DAC-1,34,Pt,last,55.84599,0.03807
DAC-1,35,Pt,first,55.78225,0.03765
DAC-1,35,Ta,,32.35776,0.03627
DAC-1,35,Cu,,41.13527,0.10359
DAC-1,35,Au,,60.45430,0.02350
DAC-1,35,Mo,,28.61385,0.04416
DAC-1,35,hcp-Fe,,19.85920,0.02269
DAC-1,35,Pt,last,55.75791,0.03748
DAC-1,36,Pt,first,55.67413,0.03570
DAC-1,36,Ta,,32.26610,0.03744
DAC-1,36,Cu,,40.98385,0.10765
DAC-1,36,Au,,60.30695,0.02063
DAC-1,36,Mo,,28.54581,0.03303
DAC-1,36,hcp-Fe,,19.81365,0.01796
DAC-1,36,Pt,last,55.65329,0.03556
DAC-1,37,Pt,first,55.58147,0.03602
DAC-1,37,Ta,,32.18883,0.03908
DAC-1,37,Cu,,40.87641,0.10379
DAC-1,37,Au,,60.17071,0.02290
DAC-1,37,Mo,,28.49459,0.02887
DAC-1,37,hcp-Fe,,19.76271,0.02533
DAC-1,37,Pt,last,55.56180,0.03653
DAC-1,38,Pt,first,55.47831,0.03661
DAC-1,38,Ta,,32.10112,0.03913
DAC-1,38,Cu,,40.75924,0.09742
DAC-1,38,Au,,60.02437,0.02598
DAC-1,38,Mo,,28.42660,0.01887
DAC-1,38,hcp-Fe,,19.71996,0.00277
DAC-1,38,Pt,last,55.45764,0.03565
DAC-1,39,Pt,first,55.38478,0.03360
DAC-1,39,Ta,,32.02273,0.03744
DAC-1,39,Cu,,40.65255,0.09587
DAC-1,39,Au,,59.89548,0.02684
DAC-1,39,Mo,,28.37322,0.01968
DAC-1,39,hcp-Fe,,19.66918,0.02515
DAC-1,39,Pt,last,55.35988,0.03373
DAC-1,40,Pt,first,55.27199,0.02883
DAC-1,40,Ta,,31.93581,0.03853
DAC-1,40,Cu,,40.54204,0.10334
DAC-1,40,Au,,59.75067,0.02788
DAC-1,40,Mo,,28.31195,0.01693
DAC-1,40,hcp-Fe,,19.62673,0.01532
DAC-1,40,Pt,last,55.25160,0.02856
DAC-1,41,Pt,first,55.17573,0.02648
DAC-1,41,Ta,,31.85781,0.04086
DAC-1,41,Cu,,40.44180,0.10268
DAC-1,41,Au,,59.62199,0.02673
DAC-1,41,Mo,,28.25665,0.01814
DAC-1,41,hcp-Fe,,19.58484,0.01017
DAC-1,41,Pt,last,55.15615,0.02707
DAC-1,42,Pt,first,55.09038,0.02695
DAC-1,42,Ta,,31.78502,0.04170
DAC-1,42,Cu,,40.35080,0.09479
DAC-1,42,Au,,59.49753,0.02507
DAC-1,42,Mo,,28.20349,0.01775
DAC-1,42,hcp-Fe,,19.54283,0.00586
DAC-1,42,Pt,last,55.06703,0.02921
DAC-1,43,Pt,first,55.00988,0.03116
DAC-1,43,Ta,,31.71681,0.04176
DAC-1,43,Cu,,40.25828,0.08552
DAC-1,43,Au,,59.38006,0.02533
DAC-1,43,Mo,,28.15462,0.02276
DAC-1,43,hcp-Fe,,19.50520,0.00673
DAC-1,43,Pt,last,54.98682,0.03320
DAC-1,44,Pt,first,54.92723,0.03397
DAC-1,44,Ta,,31.64568,0.03969
DAC-1,44,Cu,,40.16314,0.08031
DAC-1,44,Au,,59.26453,0.02801
DAC-1,44,Mo,,28.10009,0.03470
DAC-1,44,hcp-Fe,,19.39990,0.03299
DAC-1,44,Pt,last,54.90482,0.03639
DAC-1,45,Pt,first,54.69698,0.02873
DAC-1,45,Ta,,31.46715,0.02872
DAC-1,45,Cu,,39.92153,0.07576
DAC-1,45,Au,,58.99586,0.01832
DAC-1,45,Mo,,27.99923,0.02810
DAC-1,45,hcp-Fe,,19.38399,0.03515
DAC-1,45,Pt,last,54.69183,0.03184
DAC-1,46,Pt,first,54.66855,0.02885
DAC-1,46,Ta,,31.43583,0.02672
DAC-1,46,Cu,,39.88598,0.07678
DAC-1,46,Au,,58.95040,0.01638
DAC-1,46,Mo,,27.96822,0.02890
DAC-1,46,hcp-Fe,,19.35735,0.03455
DAC-1,46,Pt,last,54.65896,0.02855
DAC-1,47,Pt,first,54.62683,0.02908
DAC-1,47,Ta,,31.39887,0.02692
DAC-1,47,Cu,,39.84015,0.07653
DAC-1,47,Au,,58.88449,0.01813
DAC-1,47,Mo,,27.93965,0.03524
DAC-1,47,hcp-Fe,,19.33003,0.03464
DAC-1,47,Pt,last,54.61115,0.02813
DAC-1,48,Pt,first,54.55952,0.02685
DAC-1,48,Ta,,31.34055,0.02257
DAC-1,48,Cu,,39.77001,0.07580
DAC-1,48,Au,,58.79395,0.01802
DAC-1,48,Mo,,27.89324,0.03793
DAC-1,48,hcp-Fe,,19.28745,0.03296
DAC-1,48,Pt,last,54.54265,0.02707
DAC-1,49,Pt,first,54.47845,0.02322
DAC-1,49,Ta,,31.27864,0.02349
DAC-1,49,Cu,,39.68879,0.07799
DAC-1,49,Au,,58.68670,0.02008
DAC-1,49,Mo,,27.84485,0.03731
DAC-1,49,hcp-Fe,,19.25320,0.02672
DAC-1,49,Pt,last,54.46447,0.02320
DAC-1,50,Pt,first,54.41139,0.01813
DAC-1,50,Ta,,31.21591,0.01904
DAC-1,50,Cu,,39.61093,0.07240
DAC-1,50,Au,,58.58635,0.02195
DAC-1,50,Mo,,27.80440,0.02559
DAC-1,50,hcp-Fe,,19.22210,0.03033
DAC-1,50,Pt,last,54.39260,0.01640
DAC-1,51,Pt,first,54.34311,0.01563
DAC-1,51,Ta,,31.16049,0.02010
DAC-1,51,Cu,,39.53490,0.07020
DAC-1,51,Au,,58.48928,0.02164
DAC-1,51,Mo,,27.75851,0.02881
DAC-1,51,hcp-Fe,,19.19070,0.02467
DAC-1,51,Pt,last,54.32251,0.01629
DAC-1,52,Pt,first,54.27145,0.01465
DAC-1,52,Ta,,31.10127,0.02082
DAC-1,52,Cu,,39.45312,0.07151
DAC-1,52,Au,,58.38940,0.02486
DAC-1,52,Mo,,27.71956,0.03535
DAC-1,52,hcp-Fe,,19.15268,0.02138
DAC-1,52,Pt,last,54.24936,0.01559
DAC-1,53,Pt,first,54.18376,0.01673
DAC-1,53,Ta,,31.03072,0.01967
DAC-1,53,Cu,,39.36147,0.06441
DAC-1,53,Au,,58.27696,0.02879
DAC-1,53,Mo,,27.68727,0.02937
DAC-1,53,hcp-Fe,,19.12285,0.02266
DAC-1,53,Pt,last,54.16543,0.01916
DAC-1,54,Pt,first,54.11669,0.01921
DAC-1,54,Ta,,30.97150,0.01768
DAC-1,54,Cu,,39.28860,0.06424
DAC-1,54,Au,,58.18302,0.02415
DAC-1,54,Mo,,27.64403,0.02862
DAC-1,54,hcp-Fe,,19.08877,0.01556
DAC-1,54,Pt,last,54.09685,0.02047
DAC-1,55,Pt,first,54.05144,0.02139
DAC-1,55,Ta,,30.91444,0.01438
DAC-1,55,Cu,,39.20996,0.06090
DAC-1,55,Au,,58.09128,0.02737
DAC-1,55,Mo,,27.59993,0.03520
DAC-1,55,hcp-Fe,,19.05702,0.01374
DAC-1,55,Pt,last,54.03242,0.02005
DAC-1,56,Pt,first,53.98151,0.02490
DAC-1,56,Ta,,30.85565,0.01475
DAC-1,56,Cu,,39.13163,0.06165
DAC-1,56,Au,,57.99703,0.02792
DAC-1,56,Mo,,27.56536,0.04120
DAC-1,56,hcp-Fe,,19.02957,0.00729
DAC-1,56,Pt,last,53.96535,0.02348
DAC-1,57,Pt,first,53.91884,0.02677
DAC-1,57,Ta,,30.80185,0.01618
DAC-1,57,Cu,,39.06295,0.06428
DAC-1,57,Au,,57.90697,0.02368
DAC-1,57,Mo,,27.53925,0.02492
DAC-1,57,hcp-Fe,,18.99683,0.02472
DAC-1,57,Pt,last,53.90010,0.02781
DAC-1,58,Pt,first,53.83961,0.03015
DAC-1,58,Ta,,30.73025,0.01276
DAC-1,58,Cu,,38.97763,0.06117
DAC-1,58,Au,,57.80187,0.02669
DAC-1,58,Mo,,27.49209,0.02889
DAC-1,58,hcp-Fe,,18.97025,0.02181
DAC-1,58,Pt,last,53.82364,0.02881
DAC-1,59,Pt,first,53.77784,0.03144
DAC-1,59,Ta,,30.67725,0.01269
DAC-1,59,Cu,,38.90825,0.06191
DAC-1,59,Au,,57.71527,0.02998
DAC-1,59,Mo,,27.46783,0.02499
DAC-1,59,hcp-Fe,,18.89650,0.05193
DAC-1,59,Pt,last,53.76167,0.03085
DAC-1,60,Pt,first,53.55730,0.02916
DAC-1,60,Ta,,30.50813,0.01595
DAC-1,60,Cu,,38.68940,0.04575
DAC-1,60,Au,,57.48694,0.01968
DAC-1,60,W,,28.26361,0.05138
DAC-1,60,Mo,,27.38580,0.01774
DAC-1,60,hcp-Fe,,18.88512,0.04235
DAC-1,60,Pt,last,53.55731,0.03185
DAC-1,61,Pt,first,53.55207,0.03295
DAC-1,61,Ta,,30.49469,0.01651
DAC-1,61,Cu,,38.67275,0.05068
DAC-1,61,Au,,57.46060,0.02017
DAC-1,61,W,,28.25026,0.05275
DAC-1,61,Mo,,27.37025,0.01829
DAC-1,61,hcp-Fe,,18.87203,0.03807
DAC-1,61,Pt,last,53.55101,0.03465
DAC-1,62,Pt,first,53.54276,0.03619
DAC-1,62,Ta,,30.47674,0.01711
DAC-1,62,Cu,,38.64836,0.04652
DAC-1,62,Au,,57.42267,0.01953
DAC-1,62,W,,28.23171,0.05264
DAC-1,62,Mo,,27.34359,0.01791
DAC-1,62,hcp-Fe,,18.85813,0.04373
DAC-1,62,Pt,last,53.53873,0.03919
DAC-1,63,Pt,first,53.51391,0.03876
DAC-1,63,Ta,,30.44101,0.01282
DAC-1,63,Cu,,38.60348,0.05147
DAC-1,63,Au,,57.36632,0.01929
DAC-1,63,W,,28.20918,0.05008
DAC-1,63,Mo,,27.31975,0.01861
DAC-1,63,hcp-Fe,,18.83316,0.03881
DAC-1,63,Pt,last,53.50607,0.04010
DAC-1,64,Pt,first,53.47001,0.04019
DAC-1,64,Ta,,30.40360,0.01472
DAC-1,64,Cu,,38.55142,0.05486
DAC-1,64,Au,,57.29387,0.01907
DAC-1,64,W,,28.18224,0.04684
DAC-1,64,Mo,,27.28110,0.02159
DAC-1,64,hcp-Fe,,18.81283,0.02973
DAC-1,64,Pt,last,53.46295,0.04018
DAC-1,65,Pt,first,53.43354,0.03996
DAC-1,65,Ta,,30.36649,0.01515
DAC-1,65,Cu,,38.50008,0.05761
DAC-1,65,Au,,57.22881,0.02124
DAC-1,65,W,,28.14440,0.05317
DAC-1,65,Mo,,27.24841,0.02064
DAC-1,65,hcp-Fe,,18.78646,0.03777
DAC-1,65,Pt,last,53.42386,0.03825
DAC-1,66,Pt,first,53.38087,0.03759
DAC-1,66,Ta,,30.31788,0.01606
DAC-1,66,Cu,,38.43588,0.05405
DAC-1,66,Au,,57.15022,0.01949
DAC-1,66,W,,28.10243,0.05700
DAC-1,66,Mo,,27.21928,0.01424
DAC-1,66,hcp-Fe,,18.76413,0.04531
DAC-1,66,Pt,last,53.37204,0.03807
DAC-1,67,Pt,first,53.33432,0.03676
DAC-1,67,Ta,,30.27375,0.01504
DAC-1,67,Cu,,38.38600,0.05334
DAC-1,67,Au,,57.07805,0.02300
DAC-1,67,W,,28.07280,0.05544
DAC-1,67,Mo,,27.18197,0.02322
DAC-1,67,hcp-Fe,,18.74109,0.04409
DAC-1,67,Pt,last,53.32326,0.03412
DAC-1,68,Pt,first,53.28484,0.03373
DAC-1,68,Ta,,30.23245,0.01568
DAC-1,68,Cu,,38.33611,0.04491
DAC-1,68,Au,,57.00168,0.02201
DAC-1,68,W,,28.03527,0.05772
DAC-1,68,Mo,,27.14376,0.02442
DAC-1,68,hcp-Fe,,18.71792,0.05472
DAC-1,68,Pt,last,53.27630,0.03178
DAC-1,69,Pt,first,53.24052,0.03110
DAC-1,69,Ta,,30.18777,0.01176
DAC-1,69,Cu,,38.28561,0.04924
DAC-1,69,Au,,56.93372,0.02277
DAC-1,69,W,,28.00573,0.05537
DAC-1,69,Mo,,27.11686,0.02432
DAC-1,69,hcp-Fe,,18.69550,0.04185
DAC-1,69,Pt,last,53.23039,0.02724
DAC-1,70,Pt,first,53.20052,0.02613
DAC-1,70,Ta,,30.14817,0.01130
DAC-1,70,Cu,,38.22907,0.04534
DAC-1,70,Au,,56.86406,0.02309
DAC-1,70,W,,27.97552,0.05568
DAC-1,70,Mo,,27.08739,0.01513
DAC-1,70,hcp-Fe,,18.67204,0.03830
DAC-1,70,Pt,last,53.18990,0.02573
DAC-1,71,Pt,first,53.14790,0.02764
DAC-1,71,Ta,,30.10186,0.01188
DAC-1,71,Cu,,38.16763,0.04047
DAC-1,71,Au,,56.78878,0.02399
DAC-1,71,W,,27.94265,0.05495
DAC-1,71,Mo,,27.05865,0.02162
DAC-1,71,hcp-Fe,,18.64875,0.03999
DAC-1,71,Pt,last,53.13848,0.02669
DAC-1,72,Pt,first,53.10062,0.02635
DAC-1,72,Ta,,30.06114,0.01230
DAC-1,72,Cu,,38.11905,0.04131
DAC-1,72,Au,,56.72118,0.02562
DAC-1,72,W,,27.91232,0.05328
DAC-1,72,Mo,,27.02447,0.02660
DAC-1,72,hcp-Fe,,18.62883,0.03685
DAC-1,72,Pt,last,53.08869,0.02464
DAC-1,73,Pt,first,53.05463,0.02477
DAC-1,73,Ta,,30.01638,0.00956
DAC-1,73,Cu,,38.06713,0.04176
DAC-1,73,Au,,56.65391,0.02570
DAC-1,73,W,,27.87519,0.05773
DAC-1,73,Mo,,26.99237,0.02847
DAC-1,73,hcp-Fe,,18.60530,0.02836
DAC-1,73,Pt,last,53.04494,0.02443
DAC-1,74,Pt,first,53.01257,0.02546
DAC-1,74,Ta,,29.97524,0.01001
DAC-1,74,Cu,,38.01569,0.03975
DAC-1,74,Au,,56.58384,0.02703
DAC-1,74,W,,27.84679,0.05563
DAC-1,74,Mo,,26.95866,0.03586
DAC-1,74,hcp-Fe,,18.58331,0.03199
DAC-1,74,Pt,last,53.00199,0.02521
DAC-1,75,Pt,first,52.96374,0.02647
DAC-1,75,Ta,,29.93302,0.00793
DAC-1,75,Cu,,37.96348,0.03942
DAC-1,75,Au,,56.51900,0.02603
DAC-1,75,W,,27.81869,0.05244
DAC-1,75,Mo,,26.92779,0.03112
DAC-1,75,hcp-Fe,,18.56496,0.01970
DAC-1,75,Pt,last,52.95544,0.02511
DAC-1,76,Pt,first,52.92165,0.02430
DAC-1,76,Ta,,29.89651,0.00721
DAC-1,76,Cu,,37.91399,0.04242
DAC-1,76,Au,,56.45534,0.02758
DAC-1,76,W,,27.79343,0.04997
DAC-1,76,Mo,,26.89849,0.03169
DAC-1,76,hcp-Fe,,18.53838,0.01356
DAC-1,76,Pt,last,52.91166,0.02270
DAC-1,77,Pt,first,52.87027,0.02361
DAC-1,77,Ta,,29.85294,0.00664
DAC-1,77,Cu,,37.86013,0.04534
DAC-1,77,Au,,56.39950,0.02603
DAC-1,77,W,,27.75554,0.05478
DAC-1,77,Mo,,26.87586,0.02751
DAC-1,77,hcp-Fe,,18.51665,0.02569
DAC-1,77,Pt,last,52.86042,0.02204
DAC-1,78,Pt,first,52.82494,0.02093
DAC-1,78,Ta,,29.81195,0.00668
DAC-1,78,Cu,,37.80185,0.05002
DAC-1,78,Au,,56.32539,0.02431
DAC-1,78,W,,27.72051,0.05662
DAC-1,78,Mo,,26.84330,0.03634
DAC-1,78,hcp-Fe,,18.50082,0.00152
DAC-1,78,Pt,last,52.81650,0.01764
DAC-1,79,Pt,first,52.78383,0.02131
DAC-1,79,Ta,,29.77305,0.00480
DAC-1,79,Cu,,37.75034,0.05364
DAC-1,79,Au,,56.26638,0.02272
DAC-1,79,W,,27.70071,0.04959
DAC-1,79,Mo,,26.81105,0.03422
DAC-1,79,hcp-Fe,,18.47364,0.00182
DAC-1,79,Pt,last,52.77337,0.01858
DAC-1,80,Pt,first,52.71451,0.01979
DAC-1,80,Ta,,29.71859,0.00699
DAC-1,80,Cu,,37.68200,0.05170
DAC-1,80,Au,,56.17502,0.02167
DAC-1,80,W,,27.66561,0.04824
DAC-1,80,Mo,,26.77070,0.04872
DAC-1,80,hcp-Fe,,18.45638,0.00503
DAC-1,80,Pt,last,52.70507,0.01784
DAC-1,81,Pt,first,52.67442,0.01994
DAC-1,81,Ta,,29.69059,0.00864
DAC-1,81,Cu,,37.63653,0.05568
DAC-1,81,Au,,56.12596,0.02111
DAC-1,81,W,,27.64064,0.04563
DAC-1,81,Mo,,26.74896,0.03499
DAC-1,81,hcp-Fe,,18.44268,0.00220
DAC-1,81,Pt,last,52.67037,0.01802
DAC-1,82,Pt,first,52.64132,0.01804
DAC-1,82,Ta,,29.65831,0.00959
DAC-1,82,Cu,,37.59435,0.05547
DAC-1,82,Au,,56.07440,0.02264
DAC-1,82,W,,27.61399,0.04596
DAC-1,82,Mo,,26.73013,0.03570
